cd_cid ;cid - descricao;cd_subgrupo;subgrupo_descricao;cid_grupo;cid_capitulo
Y32.1; Impacto de um Veículo a Motor, Intenção Não Determinada   Habitação Coletiva ;Y32; Impacto de um Veículo a Motor, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y32.2; Impacto de um Veículo a Motor, Intenção Não Determinada   Escolas, Outras Instituições e Áreas de Administração Pública ;Y32; Impacto de um Veículo a Motor, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y32.3; Impacto de um Veículo a Motor, Intenção Não Determinada   Área Para a Prática de Esportes e Atletismo ;Y32; Impacto de um Veículo a Motor, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y32.4; Impacto de um Veículo a Motor, Intenção Não Determinada   Rua e Estrada ;Y32; Impacto de um Veículo a Motor, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y32.5; Impacto de um Veículo a Motor, Intenção Não Determinada   Áreas de Comércio e de Serviços ;Y32; Impacto de um Veículo a Motor, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y32.6; Impacto de um Veículo a Motor, Intenção Não Determinada   Áreas Industriais e em Construção ;Y32; Impacto de um Veículo a Motor, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y32.7; Impacto de um Veículo a Motor, Intenção Não Determinada   Fazenda ;Y32; Impacto de um Veículo a Motor, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y32.8; Impacto de um Veículo a Motor, Intenção Não Determinada   Outros Locais Especificados ;Y32; Impacto de um Veículo a Motor, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y32.9; Impacto de um Veículo a Motor, Intenção Não Determinada   Local Não Especificado ;Y32; Impacto de um Veículo a Motor, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y33.0; Outros Fatos ou Eventos Especificados, Intenção Não Determinada   Residência ;Y33; Outros Fatos ou Eventos Especificados, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y33.1; Outros Fatos ou Eventos Especificados, Intenção Não Determinada   Habitação Coletiva ;Y33; Outros Fatos ou Eventos Especificados, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y33.2; Outros Fatos ou Eventos Especificados, Intenção Não Determinada   Escolas, Outras Instituições e Áreas de Administração Pública ;Y33; Outros Fatos ou Eventos Especificados, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y33.3; Outros Fatos ou Eventos Especificados, Intenção Não Determinada   Área Para a Prática de Esportes e Atletismo ;Y33; Outros Fatos ou Eventos Especificados, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y33.4; Outros Fatos ou Eventos Especificados, Intenção Não Determinada   Rua e Estrada ;Y33; Outros Fatos ou Eventos Especificados, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y33.5; Outros Fatos ou Eventos Especificados, Intenção Não Determinada   Áreas de Comércio e de Serviços ;Y33; Outros Fatos ou Eventos Especificados, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y33.6; Outros Fatos ou Eventos Especificados, Intenção Não Determinada   Áreas Industriais e em Construção ;Y33; Outros Fatos ou Eventos Especificados, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y33.7; Outros Fatos ou Eventos Especificados, Intenção Não Determinada   Fazenda ;Y33; Outros Fatos ou Eventos Especificados, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y33.8; Outros Fatos ou Eventos Especificados, Intenção Não Determinada   Outros Locais Especificados ;Y33; Outros Fatos ou Eventos Especificados, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y33.9; Outros Fatos ou Eventos Especificados, Intenção Não Determinada   Local Não Especificado ;Y33; Outros Fatos ou Eventos Especificados, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y34.0; Fatos ou Eventos Não Especificados e Intenção Não Determinada   Residência ;Y34; Fatos ou Eventos Não Especificados e Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y34.1; Fatos ou Eventos Não Especificados e Intenção Não Determinada   Habitação Coletiva ;Y34; Fatos ou Eventos Não Especificados e Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y34.2; Fatos ou Eventos Não Especificados e Intenção Não Determinada   Escolas, Outras Instituições e Áreas de Administração Pública ;Y34; Fatos ou Eventos Não Especificados e Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y34.3; Fatos ou Eventos Não Especificados e Intenção Não Determinada   Área Para a Prática de Esportes e Atletismo ;Y34; Fatos ou Eventos Não Especificados e Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y34.4; Fatos ou Eventos Não Especificados e Intenção Não Determinada   Rua e Estrada ;Y34; Fatos ou Eventos Não Especificados e Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y34.5; Fatos ou Eventos Não Especificados e Intenção Não Determinada   Áreas de Comércio e de Serviços ;Y34; Fatos ou Eventos Não Especificados e Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y34.6; Fatos ou Eventos Não Especificados e Intenção Não Determinada   Áreas Industriais e em Construção ;Y34; Fatos ou Eventos Não Especificados e Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y34.7; Fatos ou Eventos Não Especificados e Intenção Não Determinada   Fazenda ;Y34; Fatos ou Eventos Não Especificados e Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y34.8; Fatos ou Eventos Não Especificados e Intenção Não Determinada   Outros Locais Especificados ;Y34; Fatos ou Eventos Não Especificados e Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y34.9; Fatos ou Eventos Não Especificados e Intenção Não Determinada   Local Não Especificado ;Y34; Fatos ou Eventos Não Especificados e Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y35.0; Intervenção Legal Envolvendo o Uso de Armas de Fogo  ;Y35; Intervenção Legal ;Intervenções legais e operações de guerra;XX. Causas externas de morbidade e mortalidade
Y35.1; Intervenção Legal Envolvendo o Uso de Explosivos  ;Y35; Intervenção Legal ;Intervenções legais e operações de guerra;XX. Causas externas de morbidade e mortalidade
Y35.2; Intervenção Legal Envolvendo o Uso de Gás  ;Y35; Intervenção Legal ;Intervenções legais e operações de guerra;XX. Causas externas de morbidade e mortalidade
Y35.3; Intervenção Legal Envolvendo o Uso de Objetos Contundentes  ;Y35; Intervenção Legal ;Intervenções legais e operações de guerra;XX. Causas externas de morbidade e mortalidade
Y35.4; Intervenção Legal Envolvendo o Uso de Objetos Cortantes e Penetrantes  ;Y35; Intervenção Legal ;Intervenções legais e operações de guerra;XX. Causas externas de morbidade e mortalidade
Y35.5; Execução Legal  ;Y35; Intervenção Legal ;Intervenções legais e operações de guerra;XX. Causas externas de morbidade e mortalidade
Y35.6; Intervenção Legal Envolvendo o Uso de Outros Meios Especificados  ;Y35; Intervenção Legal ;Intervenções legais e operações de guerra;XX. Causas externas de morbidade e mortalidade
Y35.7; Intervenção Legal, Meio Não Especificado  ;Y35; Intervenção Legal ;Intervenções legais e operações de guerra;XX. Causas externas de morbidade e mortalidade
Y36.0; Operações de Guerra Envolvendo Explosão de Armamento Naval  ;Y36; Operações de Guerra ;Intervenções legais e operações de guerra;XX. Causas externas de morbidade e mortalidade
Y36.1; Operações de Guerra Envolvendo Destruição de Aeronave  ;Y36; Operações de Guerra ;Intervenções legais e operações de guerra;XX. Causas externas de morbidade e mortalidade
Y36.2; Operações de Guerra Envolvendo Outras Explosões ou Fragmentos  ;Y36; Operações de Guerra ;Intervenções legais e operações de guerra;XX. Causas externas de morbidade e mortalidade
Y36.3; Operações de Guerra Envolvendo Incêndio, Fogo e Substâncias Quentes  ;Y36; Operações de Guerra ;Intervenções legais e operações de guerra;XX. Causas externas de morbidade e mortalidade
Y36.4; Operações de Guerra Envolvendo Disparo de Armas de Fogo e de Outras Formas Convencionais de Combate  ;Y36; Operações de Guerra ;Intervenções legais e operações de guerra;XX. Causas externas de morbidade e mortalidade
Y36.5; Operações de Guerra Envolvendo Armamento Nuclear  ;Y36; Operações de Guerra ;Intervenções legais e operações de guerra;XX. Causas externas de morbidade e mortalidade
Y36.6; Operações de Guerra Envolvendo Armas Biológicas  ;Y36; Operações de Guerra ;Intervenções legais e operações de guerra;XX. Causas externas de morbidade e mortalidade
Y36.7; Operações de Guerra Envolvendo Armas Químicas e Outros Meios de Combate Não convencionais ;Y36; Operações de Guerra ;Intervenções legais e operações de guerra;XX. Causas externas de morbidade e mortalidade
Y36.8; Operações de Guerra Ocorridas Após a Cessação Das Hostilidades  ;Y36; Operações de Guerra ;Intervenções legais e operações de guerra;XX. Causas externas de morbidade e mortalidade
Y36.9; Operações de Guerra Não Especificadas  ;Y36; Operações de Guerra ;Intervenções legais e operações de guerra;XX. Causas externas de morbidade e mortalidade
Y40.0; Efeitos Adversos de Penicilinas  ;Y40; Efeitos Adversos de Antibióticos Sistêmicos ;Complicações de assistência médica e cirúrgica;XX. Causas externas de morbidade e mortalidade
Y40.1; Efeitos Adversos de Cefalosporinas e Outras Betalactaminas  ;Y40; Efeitos Adversos de Antibióticos Sistêmicos ;Complicações de assistência médica e cirúrgica;XX. Causas externas de morbidade e mortalidade
Y40.2; Efeitos Adversos do Grupo do Cloranfenicol  ;Y40; Efeitos Adversos de Antibióticos Sistêmicos ;Complicações de assistência médica e cirúrgica;XX. Causas externas de morbidade e mortalidade
Y40.3; Efeitos Adversos de Macrolídeos  ;Y40; Efeitos Adversos de Antibióticos Sistêmicos ;Complicações de assistência médica e cirúrgica;XX. Causas externas de morbidade e mortalidade
Y40.4; Efeitos Adversos de Tetraciclinas  ;Y40; Efeitos Adversos de Antibióticos Sistêmicos ;Complicações de assistência médica e cirúrgica;XX. Causas externas de morbidade e mortalidade
Y40.5; Efeitos Adversos de Aminoglicosídeos  ;Y40; Efeitos Adversos de Antibióticos Sistêmicos ;Complicações de assistência médica e cirúrgica;XX. Causas externas de morbidade e mortalidade
Y40.6; Efeitos Adversos de Rifamicinas  ;Y40; Efeitos Adversos de Antibióticos Sistêmicos ;Complicações de assistência médica e cirúrgica;XX. Causas externas de morbidade e mortalidade
Y40.7; Efeitos Adversos de Antibióticos Antifúngicos Administrados Por Via Sistêmica  ;Y40; Efeitos Adversos de Antibióticos Sistêmicos ;Complicações de assistência médica e cirúrgica;XX. Causas externas de morbidade e mortalidade
Y40.8; Efeitos Adversos de Outros Antibióticos Administrados Por Via Sistêmica  ;Y40; Efeitos Adversos de Antibióticos Sistêmicos ;Complicações de assistência médica e cirúrgica;XX. Causas externas de morbidade e mortalidade
Y40.9; Efeitos Adversos de Antibiótico Sistêmico, Não Especificado  ;Y40; Efeitos Adversos de Antibióticos Sistêmicos ;Complicações de assistência médica e cirúrgica;XX. Causas externas de morbidade e mortalidade
Y41.0; Efeitos Adversos de Sulfonamidas  ;Y41; Efeitos Adversos de Outros Antiinfecciosos e Antiparasitários Sistêmicos ;Complicações de assistência médica e cirúrgica;XX. Causas externas de morbidade e mortalidade
Y41.1; Efeitos Adversos de Drogas Antimicobacterianas  ;Y41; Efeitos Adversos de Outros Antiinfecciosos e Antiparasitários Sistêmicos ;Complicações de assistência médica e cirúrgica;XX. Causas externas de morbidade e mortalidade
Y41.2; Efeitos Adversos de Antimaláricos e Drogas Que Atuam Sobre Outros Protozoários Parasitas do Sangue  ;Y41; Efeitos Adversos de Outros Antiinfecciosos e Antiparasitários Sistêmicos ;Complicações de assistência médica e cirúrgica;XX. Causas externas de morbidade e mortalidade
Y41.3; Efeitos Adversos de Outras Drogas Antiprotozoárias  ;Y41; Efeitos Adversos de Outros Antiinfecciosos e Antiparasitários Sistêmicos ;Complicações de assistência médica e cirúrgica;XX. Causas externas de morbidade e mortalidade
Y41.4; Efeitos Adversos de Anti helmínticos ;Y41; Efeitos Adversos de Outros Antiinfecciosos e Antiparasitários Sistêmicos ;Complicações de assistência médica e cirúrgica;XX. Causas externas de morbidade e mortalidade
